Discogs ID,Title,Artists,Genres,Styles,Year,Tracklist,Notes
37331,Fabric 42,Ame,Electronic,"House, Techno, Minimal",2008,"Hear The Sun (3:18)
Untitled B1 (3:37)
That's A Nice Way To Give Me Feedback (Wighnomy Brothers Quintenzirkel Remikks) (6:03)
Modmodblubblub (3:14)
Moondog Monologue ()
Berlin Dub (3:54)
Don't Take It (Thomos Edit) (5:38)
Something Is Raw (3:53)
Raw Structure (4:19)
An American Poem ()
Six Ten (4:37)
D.P.O.M.B (Version 1) (4:54)
We Said Nothing (5:33)
The Symphony (7:58)
M.A.M. (Marcel Dettmann Remix) (6:58)
Australiapella 2 ()
Loop (Fuse Mix) (7:59)",
263491,Fabric 43,Metro Area,Electronic,"Italo-Disco, Disco, Electro, Synth-pop, House",2008,"Ghar Aya Mera Pardesi (Intro) (1:57)
Share The Night (Breakdown Mix) (3:14)
Work For Love (Dub Mix) (3:05)
Move To The Groove (Instrumental) (1:53)
You Should Have Known Better (Instrumental) (2:59)
Heavy Hitter (Dub Version) (2:47)
Makin' Music (Dub Mix) (4:26)
Souvenirs (3:13)
Why Leave Us Alone (Long Version) (2:42)
The Natives Are Restless (2:28)
I Can Feel It (2:21)
Baja (Instrumental Dub Version) (3:30)
Cloud Nine (Ready Mix) (2:20)
Set It Out (Funky Breakdown Mix) (2:59)
Penthouse And Pavement (4:10)
Blow (Remix) (2:41)
Swede's Scandal (3:11)
X-Rated Man (4:49)
Can't Stop (Acid Rainforest Mix) (2:45)
Feelings 2 (0:59)
Open Mind (Special Dance Mix) (3:12)
Poupée Flash (3:00)
Freedom Of Choice (3:23)",
122926,Fabric 44,John Tejada,Electronic,"Breakbeat, Techno, Minimal",2009,"Let's Do It (5:15)
Kamm (4:42)
Subharmonic Atoms (2:33)
Colorseries Olive B (5:13)
WAX10001 (3:04)
Cristal (3:12)
Phlogiston EP (3:12)
Downtown Hotel (1:46)
After School Special (4:11)
Equalized001 (2:21)
Benus Boats (1:50)
M Track 1 (3:42)
Fahrenheit 303 (5:38)
Torque (2:44)
Be Gene (3:17)
Forbidden Planet (4:58)
Relish (Shed Remix) (3:49)
Candy (5:20)
The Open (4:11)
Huba (Plaid's 15 Years Lost Remix) (2:54)",
106747,Fabric 45,Omar-S,Electronic,"House, Techno",2009,"Polycopter (Unreleased) (1:27)
Flying Gorgars (Unreleased) (3:29)
Strider's World (4:31)
Oasis Four (Unreleased Mix) (2:59)
Crusin Conant (Unreleased) (2:56)
U (Unreleased Mix) (5:13)
Oasis 13½ (Unreleased Mix) (4:55)
1 Out Of 853 Beats (Unreleased) (2:56)
Simple Than Sorry!! (4:05)
Psychotic Photosynthesis (7:43)
The Maker (5:09)
A Victim (3:17)
Oasis One (6:12)
Blade Runner (6:44)
Day (Unreleased Long Mix) (6:46)
Set It Out (3:51)",
73010,Fabric 46,Claude VonStroke,Electronic,"House, Techno, Deep House, Tech House, Electro, Minimal",2009,"Cry Baby ()
The Healer ()
The Greasy Beat (Tech-Funk Mix) ()
Trampen ()
Mes Yeux ()
Big Onion (Joakim Slap It On Remix) ()
Galaxius ()
Shake It ()
Downtime In The Hangar ()
After Eight ()
Free Entry For Girls (Robag Wruhme’s Drikki Bass Rixmi Im Partyhuhn Rework) ()
Just A Spoonful ()
Bla Bla Bla ()
Inside Ways (Boris Werner's Straight Out Of Bed Look Remix) ()
Immortal (Instrumental) ()
Pilsnerd ()
Dirty Dirty ()
Maceo ()
Silently ()
Symphonia (Orig. Version) ()
One Tooth Missing ()
Guppipeitsche ()
Espagnol ()
Running ()
SF ()
Kraft ()
One Weekend ()
Aundy ()",
257581,Fabric 47,Jay Haze,Electronic,"Techno, Tech House, Minimal",2009,"Intro ()
Awakening ()
An Hour To Fly ()
Phreaky MF (Mike Dunn's Original Phreak Mixx) ()
Confusion ()
Freedom (Jay Haze Main Mix) ()
Trapped In Dub ()
Dementia ()
Mellow Dee ()
Pimp My Saw ()
I Can't Forget (Fuckpony Discotech Dub) ()
Mars Or Bust ()
When The Revolution Comes ()
Soundscape ()
Ain't Going Out Like That ()
Work For Me ()
Conduction ()
Pimpin' Ain't Easy ()
Ancient Blessing ()
Burning ()
Something To Say ()",
232803,Fabric 48,Radio Slave,Electronic,"House, Deep House, Minimal, Tech House",2009,"Right At It (Michel Cleis Deeper Remix) (5:35)
DDB (4:50)
I Don’t Need A Cure For This (6:21)
My Time (Radio Slave’s Rekids Tribe Remix) (4:34)
Platter Sugar (3:49)
The Beginning (Michel Cleis Remix) (7:28)
Pain In The Ass (5:07)
Balada Redo (4:53)
Koma Koma (Steve Lawler Remix) (7:18)
My Heart (Daniel Sanchez Easy Noise Remix) (6:42)
La Mezcla (7:43)
Wan Poku Moro (5:07)
Maximum Overload (Roy's Death Wish Mix) (4:37)",
204922,Fabric 49,Magda,"Electronic, Stage & Screen","Techno, Electro, Minimal, Synth-pop, Disco, Soundtrack",2009,"Al Margini Della Follia (4:14)
Falls (Hercules & Love Affair Remix) ()
Voices ()
Non-Revival Alarm (5:12)
Mfnstmp ()
At The Gate (4:25)
Empörung (Original Mix) ()
It's Not Just Country Birds That Are Attracted (To The Blue Glass Bird Bath) ()
Mungo (Original) (4:33)
Draculan Love Attack ()
Buio Omega (Alternate) (4:25)
Moroder's Revenge ()
Luscofusco (3:46)
Deep Sea ()
Miss Pig ()
Chordy (4:33)
The Night's Rumours ()
Bad Fish (Magda Edit) (5:21)
Telescope ()
Guido (Original Mix) (4:46)
San Pellegrino ()
23:59 (3:18)
Saulitude ()
Profounding (4:55)
Heavy Whispers ()
101 Loop (4:33)
Aufschlag/Abschlag ()
Möbius Trip (2:57)
Blue ()
We Were... (3:44)
The Coming (Idjut Boys Version 2) ()
Beat Squared (4:44)
Tierbeobachtungen (Live Played By Anne Westphalen & Peter Lay) ()",
365208,Fabric 50,Martyn,"Electronic, Hip Hop","Dubstep, UK Garage, Techno, Deep House, Hip Hop",2010,"Joy Fantastic (4:02)
Drummin (Louis Bendetti Drumminpella) (1:45)
Bossa Boogie (3:13)
Lost On Tenori Street (2:12)
Rass Out (2:40)
Little Miss Naughty (1:44)
Afar (2:26)
Light Cycle (1:56)
The Clock (Ben Klock's Timepiece) (3:08)
We Control The Beat (2:39)
Circles (Martyn's Round & Round Mix) (3:38)
Brkln Clln (2:12)
Feeling You (2:19)
These Words (Roska's Speechless Mix) (2:54)
Oozi (3:24)
Without It (1:27)
Friedrichstrasse (2:56)
Air Raid (2:57)
Is This Insanity (Ben Klock Mix) (3:11)
Seventy Four (Redshape Mix) (3:57)
Slowjam (2:42)
Mercury's Rainbow (2:28)
Flashback (3:03)
Vancouver (2:50)
Rat Alert (2:09)
Trilingual Dance Sexperience (3:21)",
514620,Fabric 51,DJ T.,Electronic,"House, Deep House, Tech House, Minimal",2010,"Windshield Wiper Law (2:14)
I Just Wanna Be Your Disco Bitch (3:20)
Drown Dogs (2:53)
A Million Secrets (Salax Peep Show Remix) (5:06)
Ellelli (Kalabrese Remix) (2:51)
Give Me Pain (3:32)
Pata Pata (2:37)
Jesus Was A B-Boy (TJ Kong & Nuno Dos Santos Remix) (4:04)
Where Is It (Will Saul & Tam Cooper's Reloved Dub Mix) (3:26)
You Will Find Out (3:42)
Hungry For The Power (4:32)
Kobra Dance (2:52)
The Royal Pennekaums (Chocolettes Nervous Mix) (3:11)
I Get Deep (4:53)
Try To Understand (3:46)
Township Funk (Crazy P Mix) (4:43)
Milk & Honey (Basket Mix) (4:10)
Immune (4:25)
Broken Mirror (4:57)
Keep Me In My Plane (DJ Koze Hudson River Dub) (4:58)",
870974,Fabric 52,Optimo,"Electronic, Latin","House, Deep House, Tech House, New Wave, Acid House, Cumbia, Hi NRG, Synth-pop",2010,"Lady Shave (4:29)
Cosmorama (Prins Thomas Discomiks) (2:59)
Q1.1 (3:49)
YOGOTO (4:49)
Gunship (3:42)
Amigos Cómeme (4:12)
Jack Your Bodey House Your Mind (3:45)
Get It Down! (2:43)
Walk With Me (3:53)
Dreiklangsdimensionen (3:17)
La Konk Fiesta (3:04)
Feeline (1:06)
Shacalao (2:31)
Together Alone (3:39)
Spys (3:55)
Love Technique (2:45)
OAR003-B (3:57)
Don't Call (3:42)
Inflation (3:10)
Walter Neff (3:16)
Heartbit (3:13)
Heartbeat (4:17)",
270468,Fabric 53,Surgeon,"Electronic, Non-Music","Techno, Dubstep, Field Recording",2010,"Location Recording From Kuramae Subway Station, Tokyo, Japan (0:42)
Glance (0:25)
Bad Hands (Drums Only) (1:26)
Giro (Exium Remix) (2:38)
Forbidden (2:09)
Applied Generics A (2:52)
Agile Movement (2:09)
Bad Hands Part 2 (Drums Only) (1:55)
Superman (4:04)
X Speaks To X (Al Tourettes & Appleblim Remix) (2:23)
Black Star Ritual (Ben Sims Remix) (1:55)
Crab People (2:23)
Spectrum Falls (0:57)
Klonk Part 1 (Drums Only) (1:55)
Picture (1:26)
It Was Written In Vapour (1:26)
Hostage (1:55)
Stress Free (5:44)
Ancient Methods 4 B1 (2:23)
Compliance Momentum (2:23)
Tenzado (3:21)
Spacecraft (1:26)
Stars (Slugabed Did A Remix) (2:51)
Spindizzy (Luke Slater's L.B. Dub Corp Mix) (2:45)
The Crawling Frog Is Torn And Smiles (2:52)
Threshold (Substance Mix) (3:49)
Blip (0:57)
No Time Soon (2:38)
El Juan (3:49)
What (4:55)",
282277,Fabric 54,Damian Lazarus,Electronic,"House, Techno, Tech House",2010,"Metro Bunker (1:25)
Love Cry (4:20)
Void 23 (3:24)
Glob (Claude VonStroke Mix) (3:16)
Ping Pong (5:29)
Sleeping (Demo Version) (3:55)
Broke In The BX (2:21)
The Sheppard (3:24)
Break 4 Life (3:52)
Nervous Disid (2:47)
Freaks And Stars (2:50)
Vampire Nightclub (6:44)
Sing (5:53)
Every Cow Has A Bird (5:14)
Para(sol) (4:34)
Diamond In The Dark (dOP Remix) (4:18)
Yoyo (4:09)
Run (Ostern Jam) (2:53)
Magic Dance (4:12)
Program Ten (Part Five) (2:03)
Program Ten (Part Six) (2:15)",
293583,Fabric 55,Shackleton,Electronic,"Tribal House, Abstract, Techno, Dubstep",2010,"Come Up (4:45)
Moon Over Joseph's Burial (0:57)
Hypno Angel (2:51)
Visontele (2:22)
Interlude: Blood Rhythm With Wishy Drones (2:22)
Operatic Waves (2:22)
Closeness To Nature (2:51)
Negative Thoughts (3:13)
Death Is Not Final (2:58)
International Fires (4:34)
Paper (1:50)
Deadman (5:02)
Interlude: Point One, Sense It (1:24)
Man On A String (Part 1) (4:30)
Man On A String (Part 2) (6:10)
Ice (2:18)
Busted Spirit (4:34)
Bottles (5:57)
New Dawn (4:02)
Something Has Got To Give (0:55)
Massacre (5:02)
Stripped (3:29)",
310486,Fabric 56,Derrick Carter,Electronic,House,2011,"Jack Your Big Booty (Derrick's BHQ Acid Vocal / BHQ Bonus Of Beats) (3:03)
La La Land (Derrick Carter 'D's BHQ Business' Remix) ()
Church Lady (Tommy Davis & DJ Spen Bom Bom Bom Tool) ()
Love (Derrick's BHQ Remix) (6:06)
Respect Bonito (Justin Long Remix) (3:35)
Playin' Tricks (Hector Moralez Remix) (2:48)
8 Track (3:18)
First Love (3:35)
Pride (Johnny D Remix) (4:38)
Cosmid (5:05)
My Organ (5:51)
Testify To The Soul Provider (6:06)
Baby Keep It Up (Parental Advisory Edit) (4:38)
Percolator (Derrick Carter Bonus Mix) (3:18)
Harddrum (B-Boy Mix) (6:06)
Back On My BS (4:58)
La Gondola (4:42)
Bang Bang (2:17)
Moskowitz Remix (D's BHQ Re-Edit) (5:06)
Also Featured Throughout The Mix ()
La La Land (Derrick Carter 'D's BHQ Business' Remix) ()
Church Lady (Tommy Davis & DJ Spen Bom Bom Bom Tool) ()
Got A Soul ()",
2979940,Fabric 57,Agoria,"Electronic, Jazz, Funk / Soul","House, Techno, Free Jazz, Acid House, Deep House, Big Band, Soul",2011,"Ranges - Theme (3:53)
Real Things ()
Ein Lied Für Popol Vuh ()
Silent State (2:46)
Golden Day ()
Ole Remix (3:42)
Night And Day ()
Rhythm (2:45)
Deer & Fox (539.6 East Street dOP Remix) (2:09)
Treehouse (Lil Tony Remix) ()
Blue Snake (2:20)
Heart Beating (Argy Tension Remix) (2:49)
Horny Morning Loop (Drdunkskaoticmix) (3:12)
Unrestrained ()
Subspace Two (2:36)
Mercurial Attraction (3:31)
Speechless (Whisper Dub) (4:56)
Somebody Else's Idea ()
Speechless (Radio Slave Panorama Garage Remix Feat. Tom Gandey) (4:34)
Game One (2:47)
Cottam4 - Side A (2:18)
Belvide Beat (1:37)
Sunrise Sunset (4:31)
Blackmagic (Izmabad 118 Remix) (3:12)
Dominas (Carl Craig Mix) (4:11)
Dominas (Ruff Mix) ()
fabric 57 Puppets (3:58)
Night And Day (2:25)",
943301,Fabric 58 (The Nothing Special),Craig Richards,Electronic,"House, Tech House, Techno",2011,"Rico’s Helly (4:04)
Reprise (3:23)
Come Closer (Dub) (3:38)
The Sound (3:24)
Flying Saucers (2:48)
Black Burger (2:23)
My Testimony (3:36)
El Jem (3:05)
Expressions (4:22)
Magelonic (3:47)
Comeback Dust (3:20)
Leaving Ground (4:14)
Vamos A Otro Piso (3:37)
Room 201 (3:33)
Rare Education (4:05)
Kalimba (5:14)
Premiata (4:00)
Space (4:13)
Lotos Eaters (Neville Watson Remix) (4:58)
Los Gatos Lloros (4:09)",No master release;
3045420,Fabric 59,Jamie Jones,Electronic,"House, Synth-pop, Disco",2011,"Time Intro (0:28)
La Ritournelle (Metronomy Mix) (2:04)
Don’t Appear (Redux) (3:16)
Is This Something (Jones Fly Edit) (3:08)
DePalma (3:55)
You Can’t Touch Me (Murk Remix – Jones Fly Edit) (2:05)
God Sent (’10) (3:38)
Madame Hollywood (3:41)
Body Shiver (3:31)
Amoureux Solitaires (3:31)
Assimilation (4:36)
Open For Service (5:57)
Goblin City (Holy Ghost Mix) (7:53)
The Devil’s Dancers (3:13)
The Lows (2:39)
Get Up Disco (6:53)
Fear Of Numbers (5:12)",
448838,Fabric 60,Dave Clarke,Electronic,"Techno, Electro, Acid",2011,"Shiver (1:45)
Cnemidophorus Sexlineatus (The Mr. Pauli Monster Bass Guitar Remix) (4:09)
Armed 3 (4:22)
Dark N Lovely (Kenny Larkin Remix) (5:20)
I.D.F.D.F.I. (3:06)
Pride (6:09)
Silence Complot (4:39)
Sacrifice (Radical G - 2k11 Edit) (4:05)
Aufstand (5:12)
Time Falls (Dynarec Remix) (4:16)
Clarity (Lethal Agent Remix) (4:16)
We Rock Non-Stop (Heuristic Audio Remix) (4:14)
Destination Planet Earth (4:03)
Foreign Object (3:35)
Coolicon (2:40)
Alternate Sequence (5:50)
The Attic (5:30)",
465632,Fabric 61,Visionquest,Electronic,"Acid House, Techno, Deep House, Tech House, Minimal",2011,"Wasteland (3:18)
Portside Waves (4:48)
Hal 2010 (2:36)
In The Moon (2:18)
Doodimbouttogay (4:22)
The Sound Of Violence (Franco Cinelli Remix) (4:39)
Ekaterinburg (3:44)
Uneins (Aril Brikha Remix) (3:01)
I'm Free (Carl Craig Remix) (3:41)
Passion (DJ T. Remix) (5:42)
Winterflower (5:20)
Forest Fires (4:42)
Polyphonic Love (2:50)
Abduction (1:57)
Can't Buy Love (5:25)
Tale/Foot Break (2:56)
Heaven Felt Like Night (6:29)
Song With No Ending (1:59)",
1305912,Fabric 62,DJ Sneak,Electronic,"House, Techno, Tech House",2011,"Calcium ()
Got To Make It ()
Walking In My Blues ()
I'm Gonna Make You Mine (Joss Moog Μix) ()
Light It Up ()
No Turning Back ()
Crack Ass ()
Creampie (Darius Syrossian Remix) ()
Old School ()
In, Out, Life ()
My Love (Ramon Tapia Remix) ()
Special (Ramon Tapia Remix) ()
Cooper ()
Funk My Sax ()
Wait A Minute ()
Take A Trip ()
To The Music (Tato Remix) ()
Beware Of The Swingers ()",
457173,Fabric 63,Levon Vincent,Electronic,"House, Techno, Deep House",2012,"Earth Calls ()
Blaze (Do Dah Dab Mix) ()
Intrinsic Motivation ()
Stereo Systems ()
Polar Bear ()
Times Like This ()
Fear ()
Double-Jointed Sex Freak II ()
Hydrine ()
Tyson ()
The End ()
Blacklight ()
Early Reflections ()
Rainstorm II ()
Far Away (Atmospheric Pass) ()",
465641,Fabric 64,Guy Gerber,Electronic,"Tech House, Progressive House, Deep House",2012,"Store-House Consciousness (4:43)
The Golden Sun And The Silver Moon (5:30)
Shady Triangle (3:40)
The Naked Hairdresser (2:21)
Ribbons Turn To Chains (5:14)
The Rhythm (2:01)
A Blade Through My Piano (5:34)
One Day In May (7:38)
Howling Moon (3:08)
Running Through The Night (5:09)
Lady Falkor (7:40)
The Money Shot (0:55)
Moon Blur (7:16)
My Medicine (5:30)
Human Raft (1:24)
Just Wanna See You Happy (3:40)",
465633,Fabric 65,Matthias Tanzmann,Electronic,"House, Tech House",2012,"Venus ()
One Trick Pony ()
Sources From The Past ()
Not Listening ()
Konoa ()
The Question ()
Do Somebody ()
Butt ()
Right On, Right On (Matthias Tanzmann Remix) ()
In The Toilette (Philip Bader Remix) ()
Everything ()
MFD 1.3 ()
Rain Come Down ()",
595671,Fabric 66,Ben Klock,Electronic,"House, Tech House, Techno, Dub Techno",2012,Fabric 66: Ben Klock (Continuous Mix) (1:13:23),No master release;
4073376,Fabric 67,Zip,Electronic,"Deep House, Techno, Minimal, House",2012,"Dreams ()
Pam Pam ()
Till The Feelings Gone ()
She Like ()
Point Blank ()
Excites Me ()
Satisfied (Moodyfied Mix) ()
The Fall Of The House Of Shadows ()
Seekers ()
Convergence ()
Jazz In The Forest ()
Everybody's Dark ()
Expansions (Pyramid Bonus Beats) ()
Return Of The Speaker People (Kausto's Sudden Aphasia Mix) ()
Drone ()
Blackholes (The Sun Of God Remix) ()
Music ()",No master release;
4289299,Fabric 68,Petre Inspirescu,Electronic,"Modern Classical, Tech House",2013,"Lumiere (3:08)
Chestii Socoteli (4:21)
In Miriste (5:22)
La Cuba (4:03)
Anima (6:47)
Chosen (6:08)
Seara-N Crang (5:59)
FH Dub (4:49)
Flurimba (2:39)
Basso Ostinato (5:30)
Vastu' Da Gama (5:35)
Dansul Libelulei (4:37)
Je T'aime Lori (5:33)
Murgul (7:16)
Piano Preludes (4:06)",No master release;
4470675,Fabric 69,Sandwell District,Electronic,"Minimal, Techno",2013,"A Path Eternal  (1:58)
Voiceprint (Loop/Edit)  (0:52)
Spock (Regis Remix) (Loop/Edit) (0:33)
Extraction 7  (0:39)
Exist In The Repeat Of Practice  (1:47)
Loss (Regis Version)  (4:53)
Church Of All Images (Regis Version) (1:00)
Andreas (Bonus Beats)  (2:44)
CU2 (UST Funk Mix) (0:16)
Detune  (4:20)
Basis  (2:08)
Wedge  (0:46)
Syväys  (0:55)
Wedge  (2:03)
Modifier  (2:16)
Darkness  (3:11)
Hunt  (3:54)
Waiting For Love Part 1  (2:38)
Motion The Dance (5:34)
As You Breathe Here Now  (3:09)
Mark Ernestus Meets BBC (1:47)
Plasticine  (3:05)
Uptight  (2:43)
Spock (Regis Remix)  (2:58)
Flat Tire (3:43)
16-2-16-9-20-1-14-9-7  (1:49)
Into A Circle  (2:32)
Sicario de Dios: Siglo 2  (1:08)
At Night  (4:40)
Voiceprint (Reprise) (5:37)",No master release;
4657718,Fabric 70,Apollonia,Electronic,"Minimal, Techno, Tech House, Deep House",2013,"Allez Ally (4:04)
Nards (Ryan Elliott Remix)  (3:40)
Trinidad  (4:42)
Bleep Blop Robot  (3:24)
I've Been There  (4:43)
Farbfilm (Dyed Soundorom Remix)  (4:42)
Masa de Fatza (6:14)
The Guy From Hackney  (0:57)
Ohh  (4:41)
Fromsidetoside  (4:34)
Scene Shifter  (4:58)
Control (Tevo Howard Remix)  (5:13)
Visa Americain  (6:02)
Night Chime  (3:31)
Bronze Septembre  (3:55)
Fearless Fun  (3:31)
Need Ur Love (Stalagmite Mix) (6:24)",
601008,Fabric 71,Cassy,Electronic,"Minimal, Techno, Tech House, Deep House",2013,"Tune In (3:07)
Black Thoughts (Tribal Mix) (3:03)
Mare010 (4:13)
Tell Me (Late Night Creeper Mix) (3:19)
06 A (3:30)
Oh Yeah (3:38)
Meeting At Dawn (4:46)
Basic Necessity (2:30)
When The Past Was Present (Pachanga Boys Blue Remix) (6:03)
For Some (2:28)
Bring You Techno (5:06)
Brain Of Glass (5:18)
Landwehr (5:14)
Completely Gone (4:42)
010x (5:04)
Thelon (Todd Sines Mix) (2:53)
(My Back Is) Against The Wall (6:13)",No master release;
5000378,Fabric 72,Rhadoo,Electronic,"Minimal, Techno, Tech House",2013,"Jazzocorason ()
ConTRASt ()
Blueprint  ()
Eramarble  ()
Chapo ()
A2 ()
Raptures Of The Deep (Craig Richards Remix) ()
Rman 2 ()
Stalker ()
Circul Globus ()
Protocol ()
Fast Lane 4 ()
Have A ()
Frou Frou ()
Let's Feed The Wolf (Petre Inspirescu Remix) ()
Ticktockclockityclock ()
Fearnot ()",
1496539,Fabric 73,Ben Sims,Electronic,"House, Techno, Tech House",2013,"GS 01 (2:01)
Icon (2:30)
Dread (0:30)
Wurk It (1:00)
The Little Jam (Edit) (2:30)
Higher (Ben Sims Remix) (2:00)
All Day (Robert Hood Remix) (1:30)
Monopole (Sims JFF Edit) (1:30)
Kienokki (Edit) (1:53)
Recursion (0:45)
Raise Your Hands (Mr G Remix) (1:45)
133 (1:30)
Belmont (Edit) (0:53)
Corebox (James Ruskin Blueprint Mix) (1:26)
Shooting Stars (Fokus Group Remix - Edit) (2:00)
Moveable Parts: Untitled 1 (Mark Broom Edit) (1:30)
Break Glass (Sims Remix - Edit) (0:52)
SDS5000 (2:07)
I Left My Girlfriend In A Club (Edit) (1:15)
U U U (1:29)
Tactix (Sims JFF Edit) (1:37)
Eigenzeit (1:29)
Break Glass (L-­Vis 1990 Dance System Remix - Edit) (1:14)
Wires (1:14)
Tazmanian Virus (Sims JFF Edit) (1:29)
Fall Down (Sims JFF Edit) (1:44)
Ride 3 (Sims JFF Edit) (2:14)
Room Mode (1:44)
Model 1 (1:59)
Grind Returns (Ritzi Lee Remix) (1:29)
Samurai (Edit) (1:29)
Symmetric Timeline (Sims JFF Edit) (0:59)
90's (Edit) (0:59)
Something (Sims Beats Mix - Edit) (2:27)
Minimalism A1 (Ben Klock Remix) (0:59)
Distracted (0:59)
Dream State (Edit) (2:27)
Raw Hide (1:43)
Ahora (Sims JFF Edit) (1:50)
Neurosis (Surgeon Remix - Edit) (1:20)
Chained To A Dead Camel (2:11)
Nut Nut (2:55)
Joyrider (Trevino Remix - Edit) (1:57)
Broken Dreams  (0:50)",
813065,Fabric 74,Move D,Electronic,"Techno, House",2014,"Under Tha Sun ()
Your Love Is All I Need (Dub Mix) ()
Some Lovin’ ()
Holding Back California  ()
Bringin’ Tha Heat  ()
The Goose  ()
Annihilating Rhythm (The Destruction Mix)  ()
Shake That Body (K-Alexi Dubs You The Right Way Mix) ()
Do It Right ()
Loosey Goosey ()
New Jazzno  ()
Roots  ()
Luvbyrds  ()
Feel Me ()
Unke ()",
978606,Fabric 75,Maya Jane Coles,Electronic,"Techno, House, Deep House, Minimal, Tech House",2014,"Somebody ()
Madness (Volta Cab Remix - Maya Jane Coles Edit) ()
Close Up (Exercise One Remix) ()
Level 7 (Dixon Remix) ()
Lucho Part 2 ()
No One Gets Left Behind ()
Romin ()
Premonition ()
Why Don't Ya? (Ripperton Remix) ()
Erotic Discourse (Dense & Pika Remix) ()
Dissolute ()
Concubinaj  ()
Forgive Me (Edu Imbernon Remix) ()
Basement ()
Monster ()
Purple Garden ()
Lonely Nights ()",
1643518,Fabric 76,Deetron,Electronic,"Techno, House, Acid",2014,"Picadillo (Carl Craig's Breakdown Version) (1:34)
Timewave (1:49)
Palats (1:58)
Mind & Body (3:21)
Who's Knocking (2:05)
Mercy (3:06)
Finizh (2:06)
Searchin 4 You (3:15)
Who's The Licho In Charge Ovaa Here (1:27)
The Elite (1:07)
One (3:20)
Timeline (3:29)
Bodydrummin (1:16)
Honey Kisses (3:10)
New Style Of (2:24)
Rais (3:02)
There Will Be A Time (2:47)
Nasty (3:03)
More Of You (3:10)
The Move (4:19)
Bad Kingdom (Marcel Dettmann Remix) (2:47)
Irene (1:50)
Slope (2:25)
Before Your Very Eyes... (4:58)
Falling The Same Way (Dommune Version) (2:45)
Weird F (2:14)
Mercy (2:21)
Says (5:10)",
842007,Fabric 77,Marcel Dettmann,Electronic,"Techno, House",2014,"Arthure Iccon (4:26)
Sun Position (4:11)
Inside Of Me (3:27)
Apron (PAS Tubed Mix 2) (4:00)
Transit 0.2 (3:56)
Nearlin (3:34)
Film (5:09)
It's Not The Point (4:07)
Radar (Byetone Remix) (3:24)
RSPCT (4:19)
Country Boy Goes Dub (Marcel Dettmann Remix) (4:25)
BB 1.0 (3:33)
Rising (3:32)
Lightworks (Ø [Phase] Remix) (4:01)
M_Lock 4 (4:01)
Carlre (3:32)
Repulsive (Marcel Dettmann Edit) (4:10)
Flash (2:12)
Torus XXXII (3:53)",
869688,Fabric 78,Raresh,Electronic,"Techno, House, Deep House, Minimal",2014,"Super Lemon Vapor ()
Isitor ()
Barb Coating Sonnet (Sonja Moonear's Sony In The Sky Remix) ()
Sirius ()
Bittersweet Memories ()
Lost Evidence ()
Bioco23 ()
Vatitio (Murdoc Remix) ()
Codex Voluspa ()
Naughty Mandar ()
Third Track ()
Anatrack ()
I See Through You ()
Abuelito ()
Emozionn ()
Nemeta (Adsum Remix) ()
Beginning An Ending (Baby Ford Remix) ()",
854060,Fabric 79,Prosumer,"Electronic, Funk / Soul","Techno, House, Electro, Deep House, Acid House, Downtempo, Disco",2014,"Time ()
Untitled B2 ()
I Believe ()
Emergency (Original 9-1-1 Mixx) ()
Fabio ()
Signs Of Inertia ()
Dance ()
Expressions ()
Oh Ah Ah ()
Ready To Lose (Tarantism Remix) ()
The Search ()
There R No Rules Fear Is Unknown & Sleep Is Out Of The Question ()
Fonts For The People ()
Something Borrowed ()
Silberpfeil ()
Jass Yo Azz Off (Mike's Mello Groove Mixx) ()
The Warehouse DJ ()
P.S.A. (Play, Stop, Acid) ()
Ritual ()
Rap Beef ()
Nature Of The Soul ()
Carden Eden ()
Fantastic Piano ()
She's Got Her E.R.A. ()",No master release;
6670570,Fabric 80,Joseph Capriati,Electronic,"Techno, Tech House, Deep House",2015,"Ashiko (Lurka Obeah Mix) (2:48)
Smells Like A Virgin (2:48)
Partenopeo (3:19)
Ellipse (Proudly People Mix) (3:36)
Entady (3:04)
Stone Flower (2:33)
Hells Bells (4:21)
Caldera (5:07)
Helter Skelter (3:19)
Dispatch (4:36)
Plant 1 (3:50)
Wind It Up (3:42)
Backward (3:31)
Transition Six (4:51)
Doch (3:50)
Organic (4:51)
Gyre (4:21)
Learn To Fly (Maceo's Flight Home Mix) (6:13)",
1510997,Fabric 81,Matt Tolfrey,Electronic,"Techno, Tech House, Deep House, Minimal, House",2015,"Do My Thing ()
The Bath House ()
Life Stories Part 3.2 ()
Tom Jam ()
My House (Doc Martin & Eddie Amador's Wax Dub) ()
Nightlife (Kenny Hawkes & David Parr Remix) ()
File One ()
I Think It's Love ()
Jena Jazz (DIY Remix) ()
Zero ()
Gettin' Bullied ()
A Million To One (Kerb Staller Edit) ()
Social Club ()
(R)evolution ()
It's Magic ()
Idle Blues ()
A Clown Called Snapper ()
Somethin' Else (This Year's Peasant Look) ()
2834 (Richard Wolfsdorf Remix) ()
Treatment Feel (Soul Capsule Vs Tan Ru Mix) ()
Your Call ()
Lost In Space ()
Istanbul 2 ()
Tokyo XXX ()
Question Time ()",
