Discogs ID,Title,Artists,Genres,Styles,Year,Tracklist,Notes
921229,Fabric 82,Art Department,Electronic,"Techno, Tech House, Deep House, House, Dub Techno",2015,"Mutism ()
Villa Seurat ()
Hip Flexer ()
Worse For The Wear ()
Ruhephase In D-Moll ()
Kinda Kickin' (Efdemin Remix) ()
Get Ready (Fred P. Reshape) ()
Decimal 2.0 ()
Cruel Intentions (Fred P. Reshape) ()
Service Cost ()
Dimensions ()
Deeper ()
Valley Road (We Are 1) (DJ QU Remix) ()
Untitled (NJ01 - B1) ()
Wired ()
Speed ()
Mutism ()",
903266,Fabric 83,Joris Voorn,Electronic,"Techno, Tech House, Deep House, House, Dub Techno, Downtempo, Minimal, Ambient",2015,"So, Who's Gonna Watch You Die? ()
Front End (Remixed By Pye Corner Audio) ()
Isolate Frequencies 2 ()
Fatalism ()
Blue Jasmine ()
Loka / Toxic Underground ()
Loctivity ()
Consumed ()
Pinnharan ()
Abroad ()
Quarion Was Digging For Water ()
Grape A ()
DC14 (A1) ()
Listen To The Whispers (Jody Hannan Remix) ()
Where Have You Gone? (Part 1) ()
7am (Dachsund Remix) ()
Schlamm ()
L'Esprit De L'Escalier ()
Signs (Matom Remix) ()
Kae ()
Feelmar (Gaspard De La Montagne Remix) ()
Red Pavement (Halo & Alex Fuente Remix) ()
Euclides ()
Two 0 One ()
Entropy ()
Fall (Nobody Home Dream Interpretation Mix) ()
Space Oddysey ()
Drawn From The Side Of Crime ()
Little Helper 163-4 ()
Backache ()
Body ()
Departures ()
Realm ()
Deep Space ()
A.M. Track ()
Mavie ()
Looks Fake Obviously ()
Shadow Boxing ()
Next Year (Mosca's Skaep Niwt Version) ()
Love Is Rare / Dreams ()
Left (Roland Klinkenberg Remix) ()
Empathie ()
Sverh (Radio Slave F.Y.M. Remix 2) ()
Exist ()
Fill 17 ()
Concentrate (Truncate Rework) ()
Shaker ()
Northern Lights ()
Asha ()
Squiggles (The Mole Remix) ()
Direct Experience ()
Go Away (Dan Bexley & Chad Bostock Remix) ()
Unstopped (The Revenge Remix) ()
Bubbles Made Me Cry ()
Mugged (Anton Pieete Remix) ()
Vedanta (Sebastian Mullaert Remix) ()
Enthoegen ()
Anoat ()
Forward (The 5am Mix) ()
Slowrag ()
Front End (Remixed By Pye Corner Audio) ()
Prelude To Shona ()
The Void She Left ()
D7 08 2A 8D 2A 37 FA FE 17 OE 62 39 06 81 C8 A1 49 30 6F ED 56 AD 5E 04 ()",
1982815,Fabric 84,Mathew Jonson,Electronic,Techno,2015,"Northern Lights (7:56)
Dayz (4:22)
Learning To Fly (2:30)
Marionette (The Beginning)  (4:30)
Octopus Brains (3:13)
If (Mathew Jonson & The Mole Remix) (2:38)
In Search Of A New Planet With Oxygen (3:30)
The World Will Come Around (5:47)
Automaton (5:32)
Decompression (Mathew Jonson Acid Cut) (2:30)
Decompression (Mathew Jonson Force Remix) (2:15)
Ghosts In The A.I. / Decompression (Mathew Jonson Mash Up) (4:36)
Imagination (5:05)
Say No More (Mathew Jonson Remix) (5:55)
Cause Baby It Just Feels Right (0:45)
That Girl Can Dance (1:04)
That 101 Is Mine (2:50)
Feels Like Liquid (3:47)
Body In Motion (2:31)
Good Life (Mathew Jonson's Acid Mix) (3:29)",
1982794,Fabric 85,Baby Ford,Electronic,"House, Techno, Minimal",2015,"Carpet (3:52)
Fine Girl (3:54)
Lava (2:35)
Feel Sensual (6:31)
Boompty Boomp Theme (4:38)
Ellipsis (4:12)
Close The Door (5:40)
Spend The Night (5:32)
Bump (4:34)
Paradise Village (6:45)
Undrgr (3:58)
Haz (8:23)
Time Tourism (Baby Ford Remix) (4:03)
I Don't Know How To Say (8:57)
NY015 (0:43)",
1001110,Fabric 86,Eats Everything,Electronic,"House, Techno, Tech House, Deep House, Electro, Trance",2016,"Cascades Of Colour (Danny Tenaglia Edit Of Saffron Mix) ()
Feelin' This Way ()
Kaimanawa ()
Nostalgia ()
Diary Of A Madwoman ()
Kickback (Tim J Remix) ()
Medusa ()
Fiori (Dixon Beat Edit) ()
Techno Disco (KiNK Remix) ()
Motion (Jeff Bennett Remix) ()
Groovers Maneuvers ()
Take Me Away (Truncate Remix) ()
Trespass 06 ()
Rippin Kittin (X-Press 2 Late Night Homicide Remix) ()
White Mice ()
Prime Time ()
Jump For Joi (Spike Dub) ()
Over Me (Whiplash Sub Bass Mix) ()
Baby Talk ()
Galaxia ()",
1090378,Fabric 87,Alan Fitzpatrick,Electronic,"House, Techno, Tech House, Deep House, Ambient, Minimal Techno",2016,"Weltschmerz (Melodic Theme) (0:58)
All I Think About Is Death (Radio Slave Atmos) (1:29)
Zen (4:32)
Triage (4:04)
Submission (Truncate Rework) (2:01)
Wokabeat (3:47)
Lolly Pop (4am Mix) (2:16)
Mouth To Mouth (Scuba's Orbital 93 Mix) (4:02)
Windy Cindy (4:25)
Untitled #3 (3:39)
Where Haus? (3:32)
1992 (Boxia VIP) (4:32)
Meckwiki (3:01)
TrySome (4:25)
Pressure (Roman Lindau Remix) (1:50)
Stigma (2:37)
Eyes Wide Open (Mark Broom Edit) (4:38)
Forward (4:06)
Flat Rotation Curves (1:46)
Wrangel Calling (4:40)
Speak Out (2:01)
End Theme (0:45)
Bullets (Alan Fitzpatrick's Lights Up Remix) (6:58)",
1020467,Fabric 88,Ryan Elliott,Electronic,"House, Techno",2016,"Water Maze (3:29)
LFI (3:13)
Unknown Deep (3:49)
Black Boxx EP2 (B1) (1:59)
Revenge Of The Synth (3:32)
Ignition (2:20)
Back Door (Tallmen 785 Remix) (4:13)
Searching (3:05)
The Loop (2:29)
Achievement 3 (2:25)
Nearby Silent Horses (2:42)
Machine (3:14)
Inre Stenen (3:50)
Parola (1:01)
Tracking (3:43)
The Outsider (1:59)
Master Jack (3:28)
Luminescent Black (2:59)
Patos (4:25)
Five Fingers In The West (UK Gold Remix) (2:37)
Eleven + Twelve (Locked Grooves) (1:29)
Shift (2:59)
B1 (3:44)
Chapitre VIII: Nihon No Tabi (1:44)",
1089337,Fabric 89,Gerd Janson,Electronic,"Deep House, Tech House, Disco, Acid House, Techno",2016,"Snooze 4 Love (Luke Abbott Remix) (6:46)
Voices (Fabric Edit) (6:09)
Love Yeah (4:58)
The City Never Sleeps (6:07)
Severed Seven (5:51)
Apex (3:45)
Wanna Go Bang (Catz 'N Dogz Edit) (1:48)
Mess Of Afros (Glenn Underground Remix) (3:53)
MoTP (4:50)
Return To Acid (5:34)
Relate (The Black Madonna Remix) (3:45)
Marauder (5:54)
Rhythm (1:49)
Hills, I Want You (4:37)
Finished (5:58)
Sun (Prins Thomas Diskomiks) (4:41)",
1084145,Fabric 90,Scuba,Electronic,"Deep House, Tech House, Acid House, Techno, Future Jazz",2016,"Astronauten (2:49)
Uhura ()
Crackling (3:38)
Qua Đêm ()
Crystal (Mike Servito's 730 Reshape) ()
Make Rekkurds (4:22)
Fuchsia ()
People Of Paprika ()
Mooger Fooger ()
Simple Radical Practice (3:30)
Night ()
Point Blank (2:26)
Demented Drums ()
Menternal (Villalobos In The Pipe Mix) (3:04)
One Skilled In The Black Arts ()
sas1711 (3:09)
Palimpsest (3:15)
Sâu sắc ()
Consignia (Truncate Remix) (4:34)
XLB ()
Quadra Sette (4:22)
Ultra Deep Field ()
Untitled (Marco Shuttle Solar Reshape) (4:02)
Sound Pressure Part 3 ()
Echo Pulse (3:47)
Freak Funktion (3:58)
Symbiosis ()
Gear Shift (2:00)
Ambiguity (3:26)
Rạng Đông ()
With Patsy (5:48)
S-Sonics ()
Overcomplete ()
Protean (3:30)
Consumer's Tool ()
Praise Your Name (4:50)
Eksibit ()
Konflikt (8:00)
Guauanco (The Cinematic Orchestra Remix) ()
Decompression Suite ()
Uhura ()",
1404101,Fabric 91,Nina Kraviz,Electronic,"Techno, Abstract, Acid, Minimal",2016,"Tak (1:20)
Ruthless Compassion (5:37)
TV (1:46)
Jill's Meth (Side A) (1:57)
Iceberg (0:39)
19C (1:42)
Aeon Fusion I (2:43)
Like A Boogie (2:08)
Confusion (1:42)
Denise It Ain't Easy 2 (2:21)
A Broken Clock Is Right Twice A Day (2:46)
Huckfuq 3 (Uxi Mix) (1:35)
Deli At Night (2:47)
Sueno Malo (0:37)
Murtaja (0:16)
Goyfax (2:11)
Acid Planet 4 - A2 (1:29)
Porzellengasse Grooves - Groove 2 (0:05)
Crash Recovery (3:06)
First Snow In Harlem (1:27)
Bfg9000 vs. Barons Of Hell (0:13)
Irrelevant Information (0:12)
Lag 38 (0:34)
Sh (0:34)
Tetra (1:54)
Radar (2:10)
You Are Wrong (2:30)
Denwer (2:43)
Pochuvstvui (3:19)
Dox-003 Untitled B1 (1:24)
The Power Hour (0:58)
Refuse (0:11)
Universe Of Love (1:09)
Prolonged (3:21)
Amphetamine (Air Liquide Remix) (1:54)
Locked (1:25)
First Light (2:02)
Revelation (0:52)
Approaching (1:50)
Fate (As A Chasm) (4:48)
Fork Rave (3:42)",
1145046,Fabric 92,Call Super,"Electronic, Reggae, Blues","Techno, Abstract, Acid, Minimal, House, Breakbeat, Deep House, Electro, Experimental, Country Blues, Dub",2017,"The Same River Twice ()
Maßstab 1:5/11 ()
Tendency ()
Untitled B1 ()
The Stitch-Up ()
No Smoke ()
T’Raenon ()
Pornoire ()
Spinner ()
A Wonderful Life (Epic Mix) ()
Acephale I ()
Acephale II ()
Demonia  ()
ZX82 ()
Strung Up ()
Incubator ()
Sweat ()
Niche ()
Hippie Fracca ()
Plague #7 ()
Keep On Walkin' ()
The Feeling When You Walk Away ()
Giant Hug ()
Cutbacks ()",No master release;
9990495,Fabric 93,Soul Clap,Electronic,"Deep House, Italo-Disco, House, Disco, Techno, Synth-pop",2017,"Ambientroit (2:30)
Fabric Intro ()
New Day (1:52)
Paradise Valley (1:50)
Take Your Time (Marston's Dub) (3:11)
Gem (Hidden Spheres Remix) (1:58)
Dirty Talk (Original Acapella) ()
Early Werk (Fabric Edit)  (2:34)
I Get Lifted (X.T.C. Mix) (0:41)
The Compass Joint (Spaventi Dazzurro King Dub) (1:47)
I Gotta Feeling (Soul Clap & Morgan Wiley Dub) (1:42)
Weekend At Barnies (4:09)
Bravado (1:16)
Slide Gloves (1:34)
Feels Good To Be Loved (2:40)
Salto (Moon B Bubblin' Mix) (1:32)
The Split (2:38)
Ongaku (Unreleased Electro Dub) (2:01)
Something Keeps Me Real Quiet (1:00)
Gotta Work (1:23)
Schoolbell/Treehouse (3:16)
Strange Boys (Acapella) ()
Candid Fireworks (Tom Noble Remix) (1:40)
Dance In Dub (1:15)
Nu World (Flute Mix) (3:53)
Live Love (2:13)
Move It Forward (2:37)
Spaced Out (3:01)
Gang Progress (2:13)
Love Moon (2:46)
Memories (2:23)
Right Beside You (3:02)
Djidjo Vide (2:57)
Boipeba Dub (0:49)
Maajo (3:24)
Path To Wisdom (2:48)
Bittersweet Stripped (2:24)",
1319199,Fabric 94,Steffi,Electronic,"Techno, House, Electro",2017,"Echo 1 (2:31)
Sound Of Distance (5:00)
1.5 (4:29)
Freedom (5:53)
No Life On The Surface (7:35)
Forking Path (3:59)
66 (4:27)
Sound Moments (4:29)
Commonaukko (4:34)
Voidfiller (5:16)
Poison Valley (3:47)
World Gets Crazy (5:06)
Saturniidae (4:35)
Off The Beat (4:18)
Broke (4:28)",
2044252,Fabric 95,Roman Flugel,Electronic,"Techno, Minimal, House, Deep House, Experimental, Tech House, Electro, Breakbeat, Dubstep",2017,"White Sky (4:04)
RoRic (Original Mix) (2:04)
Tell Me (Benjamin Fröhlich Long Journey Remix) (5:45)
Troubled Mind (5:55)
Oblivious Pool (Invisible Dub) (3:00)
Lucid Dream (1:43)
Comes Home (Pional Remix) (4:54)
Clouds And Arrows (Roman Flügel Remix) (2:02)
Like This (3:35)
Are You Listening? (5:06)
Mad House (3:41)
Kachinja (4:00)
Touch Absence (Intimidating Stillness Mix) (3:47)
Juju (4:26)
WANT (Danny Daze & Shokh's Fears Come Dub) (5:02)
Hu Strike (3:06)
Cha (2:38)
Perseus (2:32)
Marbrahh (1:57)
Birth Of Saturn (4:10)
Amnesia (1:12)
Fascinating (3:43)",
1319193,Fabric 96,DVS1,Electronic,"Techno, Minimal Techno",2017,"For All Mankind (4:02)
Boring Shit (2:43)
Silent Prayer (1:56)
Curve (3:07)
Just Pain (2:54)
Absorbed (3:08)
From The Human Eye To Earth (1:42)
Our Blood (3:27)
1E-4 (3:11)
Falling (2:22)
The Vancori Complex (2:02)
Fathoms Deep (3:14)
Drops (2:36)
Fly Guy (2:10)
Vert (3:26)
Space 13 (3:17)
Politics Of Seduction (2:46)
Set Me Free (3:37)
Last Path (0:29)
Pseudo V2 (1:22)
Duchi Kaal (3:07)
Dunning-Kruger Effect (0:29)
Drum Jamz 2 (2:25)
Code Buster (2:30)
Ceremony (1:30)
Theory (3:46)
Question Authority (5:40)
Technic Electric (3:23)
The Dancer (1:34)",No master release;
11557434,Fabric 97,Tale Of Us,Electronic,"Techno, House",2018,"Cup Of Joe (1:22)
Saudade (3:58)
Metala (3:19)
Ness (3:31)
Covenant (3:47)
Bakwas (3:22)
There Will Be Singing (DJ Koze Remix) (4:12)
Ghetto Nebula (5:02)
Faint Light (3:15)
Resonant (2:52)
The Hatchet (5:12)
Lifetime (5:44)
4th Wall (5:01)
Plot Thickens (3:26)
Squared Minds (3:07)
Sequence 01 (5:32)
Memorial Day (2:36)
Path To Immortality (5:28)
Error Error (5:12)
Ray (2:59)",
1356439,Fabric 98,Maceo Plex,Electronic,"Techno, House, Electro, Synth-pop, Deep House",2018,"Searchlight (2:44)
Sabine's Song (3:55)
Walking With Shadows (2:25)
Manethon (2:33)
Haze ()
Veiled (3:49)
Xten (4:16)
Trindello (2:39)
Ditch Drive ()
The Condos (Maceo Plex Edit) (6:46)
Requisition (3:22)
Mutant Magic (Fabric Dub) (2:53)
Portamento Quints (3:25)
Mutant Quasar (Fabric Dub) (3:42)
Space Dub (3:42)
Movement (2:46)
Mutant Radio (5:28)
Corridors (2:09)
Backoldman (3:31)
Resource 1 (3:00)
Ride (2:46)
Revolution (3:55)
Focus ()
Megatrance 2 (5:09)
Zwicky (2:43)",
1384487,Fabric 99,Sasha,Electronic,"Techno, Ambient, Leftfield, Deep House, Tech House, Electro",2018,"Stretch Your Eyes (Ambient Acapella) (5:17)
Stretch Your Eyes (Quiet Village Remix) ()
I Wanna (Heitzberg Theorem Club Edit) (3:21)
Ovo (2:42)
Cup Of Joe (2:19)
Sunrise (3:48)
My Way ()
Guede (Joyce Muniz Terror + Natur Remix) (4:30)
Nature's Law (Jus-Ed Remix) (1:17)
Abraxas (3:13)
After Rhône 2013 (4:11)
Lost Forever In A Happy Crowd (6:50)
Smoke Monk (Fabric Mix) (6:58)
Needle & Thread (6:42)
A Love Trance Mission From NK To 7s (4:23)
Acid Bells (DJ Koze Mix) (1:36)
La Cuarta Galaxia (Tiefschwarz Remix) (4:58)
Echo Forgets (Sasha's Moog-apella) ()
At Les (Antigone Remix) (4:23)
Amae (Sasha Fabric1999 Remix) (6:58)",
12705377,Fabric 100,"Craig Richards, Terry Francis, Keith Reilly",Electronic,"Techno, House, Electro, Deep House, Synth-pop, Acid House, Tech House, Minimal",2018,"Mixed By Craig Richards ()
Nmos (2:55)
Journal Square (3:09)
S.I.S. (Savile's Jetset Radio Mix) (3:35)
Flying Buttress (2:55)
Transition (3:24)
Ride Low (3:43)
New Machines (3:21)
The Question Oak (2:55)
Pseudo Judo (4:14)
Lucid Flow (5:14)
My Friend Is Losing His Mind (3:23)
Monotonikum (5:19)
Azizi's Dance (Andrew Weatherall Remix 1) (4:57)
Where Has Love Gone (3:03)
Obey? (2:48)
Bush Baby Bug Eyes (3:30)
Rewind (3:03)
The Fizz (2:15)
Zy Clone (2:59)
Suck Seed (4:50)
Mixed By Terry Francis ()
Get Through (Inxec Remix) (3:06)
Round 'N' Round (4:23)
Vicious Vision (3:36)
Cross Over (4:54)
Turya (5:26)
Carpet Sneak (3:04)
Red Tribal (Silvano Del Gado Remix) (1:17)
No Ignorance (Part 1) (6:09)
The Way We Use To (2:58)
Love Dose (3:13)
Dancer Dancer (2:03)
Where Is The Salmon (4:24)
After Midnight (3:21)
Toni's Pain (Inxec's Morphine Mashup) (4:54)
Wipeout (3:27)
Oberton (0:52)
Emotional Blackmail (6:34)
Do You Wanna Know (Club Mix) (5:34)
Safe And Sound (9:03)
Mixed By Keith Reilly ()
California Analog Dream (Robag's Moppa Habax NB) (7:50)
Finding Who We Are (Quarion Dub) (7:30)
Really Love Ya (7:21)
Belle La Vie (6:33)
Casablanca (7:44)
Biscuit Barrel Blues (7:04)
Droids (7:27)
Devil's Den (6:19)
Mwala Wei'ka (5:44)
Tale Of The Dirt (Rampa Remix) (7:16)
Ordinary (Mick Rubins Deep) (6:00)","No master release; Three separate DJ mixes, separated by: Mixed By Craig Richards (), Mixed By Terry Francis (),  Mixed By Keith Reilly ();"
